venta_id,cliente_id,producto_id,fecha_venta,cantidad,descuento
48669,8917,332,2023-08-21,3,0
48670,1275,251,2023-02-04,1,0
48671,810,341,2023-09-03,2,5
48672,1273,571,2023-11-07,3,5
48673,2370,136,2023-01-28,1,0
48674,4510,131,2023-05-03,2,2
48675,1267,103,2023-08-31,3,15
48676,5633,456,2023-11-25,5,2
48677,2415,155,2023-05-29,1,0
48678,7899,473,2023-09-08,1,0
48679,4394,126,2023-04-24,2,0
48680,8943,149,2023-12-08,3,10
48681,4849,386,2023-10-18,1,0
48682,3372,366,2023-06-04,2,5
48683,4193,364,2023-11-12,2,10
48684,3219,326,2023-10-03,1,0
48685,2833,355,2023-03-14,1,0
48686,9985,171,2023-07-30,1,10
48687,7935,357,2023-09-21,1,0
48688,6211,414,2023-01-09,2,5
48689,8899,446,2023-10-10,2,0
48690,6764,390,2023-05-23,2,5
48691,9599,363,2023-08-22,1,2
48692,8047,290,2023-03-22,1,0
48693,5212,435,2023-01-20,1,0
48694,711,600,2023-08-27,1,0
48695,1140,558,2023-09-29,1,15
48696,5025,366,2023-07-28,1,10
48697,5518,268,2023-11-05,3,0
48698,7632,517,2023-07-26,1,5
48699,3575,238,2023-09-11,1,15
48700,6600,573,2023-01-27,1,5
48701,8335,287,2023-01-19,1,5
48702,2030,362,2023-07-25,1,0
48703,1540,426,2023-07-20,1,0
48704,5568,218,2023-09-08,1,10
48705,7483,501,2023-10-28,1,2
48706,2854,590,2023-01-28,2,0
48707,2154,141,2023-11-23,1,0
48708,46,365,2023-01-03,3,10
48709,3470,175,2023-03-18,3,20
48710,3668,294,2023-11-18,1,0
48711,5507,239,2023-06-28,1,2
48712,6734,436,2023-02-21,4,10
48713,4448,401,2023-08-27,5,0
48714,8342,462,2023-11-14,5,0
48715,177,426,2023-05-01,3,0
48716,313,167,2023-08-18,1,0
48717,1904,173,2023-10-26,1,0
48718,4498,325,2023-10-17,2,2
48719,7922,395,2023-11-05,3,0
48720,7587,304,2023-08-06,3,0
48721,9940,287,2023-12-11,1,2
48722,7756,332,2023-08-23,1,0
48723,5950,355,2023-09-03,4,5
48724,3423,273,2023-05-18,2,0
48725,3152,222,2023-04-23,3,10
48726,2033,118,2023-05-05,1,2
48727,995,309,2023-06-08,3,0
48728,2119,176,2023-11-22,1,0
48729,3973,102,2023-04-12,1,5
48730,9343,169,2023-01-10,2,0
48731,7544,583,2023-10-18,3,5
48732,454,316,2023-08-31,2,0
48733,3372,364,2023-03-18,1,10
48734,8409,299,2023-02-26,2,0
48735,7651,472,2023-09-04,3,10
48736,1653,561,2023-10-19,3,0
48737,3759,556,2023-02-23,1,0
48738,6191,247,2023-10-31,1,0
48739,9165,363,2023-05-07,3,0
48740,7426,423,2023-11-12,1,0
48741,4208,151,2023-11-23,3,0
48742,3402,133,2023-03-09,3,5
48743,2584,482,2023-03-21,2,0
48744,4876,589,2023-02-17,2,0
48745,8759,134,2023-05-04,3,5
48746,6107,158,2023-04-02,1,5
48747,5144,337,2023-08-05,1,0
48748,3156,405,2023-06-17,1,0
48749,153,442,2023-09-05,3,10
48750,280,135,2023-07-24,1,2
48751,2088,167,2023-09-19,2,5
48752,9939,203,2023-12-30,2,0
48753,5688,427,2023-05-09,1,5
48754,2079,158,2023-04-11,1,2
48755,8240,146,2023-03-12,3,2
48756,983,115,2023-10-02,1,0
48757,5661,247,2023-09-29,3,2
48758,4423,460,2023-06-23,3,15
48759,6199,229,2023-12-08,1,0
48760,5458,533,2023-04-21,2,0
48761,3405,357,2023-03-25,2,0
48762,4322,343,2023-01-10,1,0
48763,5408,563,2023-06-29,4,0
48764,807,207,2023-08-19,2,15
48765,1498,164,2023-12-18,3,0
48766,1113,362,2023-05-15,3,0
48767,5895,489,2023-10-14,1,0
48768,7484,178,2023-06-27,2,0
48769,9533,558,2023-03-22,1,10
48770,383,424,2023-07-01,3,0
48771,154,168,2023-04-29,5,5
48772,4178,120,2023-10-15,3,2
48773,1472,422,2023-07-25,4,0
48774,4898,186,2023-02-15,1,0
48775,2270,324,2023-03-29,2,0
48776,7998,593,2023-10-21,3,0
48777,4696,371,2023-02-14,2,0
48778,992,405,2023-06-13,2,10
48779,7660,571,2023-07-25,4,0
48780,6368,411,2023-04-19,1,10
48781,3902,567,2023-08-24,1,5
48782,8414,117,2023-03-20,2,15
48783,5120,470,2023-10-08,5,0
48784,5572,391,2023-09-03,3,0
48785,1944,325,2023-04-10,2,0
48786,1783,272,2023-05-27,4,10
48787,9990,523,2023-02-10,3,15
48788,5821,108,2023-02-28,4,0
48789,8664,277,2023-06-23,1,2
48790,1155,293,2023-10-09,3,10
48791,2468,546,2023-05-01,3,15
48792,7094,209,2023-06-18,3,2
48793,7900,168,2023-08-01,5,0
48794,1613,143,2023-11-25,1,0
48795,3065,145,2023-01-07,4,0
48796,4192,583,2023-10-13,2,2
48797,1002,130,2023-03-12,1,2
48798,1467,360,2023-11-26,3,0
48799,3989,524,2023-10-16,1,0
48800,1549,452,2023-05-02,1,5
48801,4064,422,2023-12-03,2,0
48802,4410,375,2023-01-17,1,5
48803,5367,365,2023-07-14,1,2
48804,5001,572,2023-05-12,2,0
48805,4961,580,2023-10-30,4,10
48806,2629,389,2023-10-22,1,10
48807,5152,402,2023-08-02,2,0
48808,5094,373,2023-12-06,1,10
48809,2391,261,2023-12-16,5,2
48810,1847,206,2023-12-14,1,0
48811,8396,545,2023-09-03,1,0
48812,1662,460,2023-03-13,2,10
48813,6390,220,2023-05-22,4,0
48814,998,343,2023-03-18,1,0
48815,8883,374,2023-12-19,2,0
48816,1423,545,2023-02-06,3,0
48817,8530,322,2023-08-03,2,5
48818,8359,117,2023-11-30,2,2
48819,8960,513,2023-03-05,1,0
48820,4989,547,2023-10-22,1,0
48821,424,116,2023-02-03,3,0
48822,4907,531,2023-10-28,4,2
48823,1491,318,2023-06-04,1,10
48824,3226,512,2023-03-26,1,0
48825,8217,406,2023-08-08,2,2
48826,6326,349,2023-12-19,3,0
48827,9537,525,2023-07-28,3,0
48828,8655,566,2023-05-28,1,15
48829,7507,391,2023-10-24,3,0
48830,1350,127,2023-10-23,4,0
48831,3591,185,2023-12-19,2,5
48832,1680,125,2023-04-03,1,10
48833,2626,456,2023-01-24,1,0
48834,5343,399,2023-04-26,4,0
48835,3252,416,2023-12-30,2,0
48836,2098,158,2023-03-27,2,0
48837,388,142,2023-07-24,1,0
48838,4892,271,2023-01-26,1,10
48839,6428,428,2023-05-04,1,0
48840,7294,568,2023-07-29,2,10
48841,2662,254,2023-11-26,3,2
48842,1373,158,2023-11-01,2,0
48843,4193,487,2023-09-18,4,2
48844,5092,296,2023-11-22,1,0
48845,2479,278,2023-02-27,3,0
48846,8289,460,2023-11-24,2,5
48847,308,147,2023-12-19,1,0
48848,2415,460,2023-03-14,1,5
48849,3778,215,2023-01-11,2,5
48850,167,377,2023-03-04,3,0
48851,4078,415,2023-01-14,1,5
48852,4861,180,2023-02-01,1,0
48853,2013,428,2023-02-21,3,10
48854,1885,279,2023-08-21,1,10
48855,926,253,2023-10-21,1,0
48856,1206,161,2023-11-21,1,0
48857,3310,130,2023-05-02,1,0
48858,5545,414,2023-02-25,1,2
48859,8156,235,2023-10-29,3,0
48860,404,556,2023-02-16,1,0
48861,5926,216,2023-06-21,3,0
48862,7976,340,2023-06-06,1,5
48863,8481,138,2023-07-08,1,0
48864,6154,291,2023-01-10,3,0
48865,6425,358,2023-08-10,5,10
48866,613,513,2023-06-09,2,5
48867,2643,239,2023-10-04,3,0
48868,7049,486,2023-11-08,4,0
48869,3808,231,2023-11-13,1,0
48870,976,199,2023-01-22,1,0
48871,9525,506,2023-12-26,1,0
48872,3607,330,2023-04-22,1,10
48873,8962,149,2023-10-02,1,10
48874,8104,305,2023-07-23,3,10
48875,4480,564,2023-01-02,1,0
48876,3904,406,2023-04-01,2,0
48877,8813,212,2023-07-11,2,0
48878,6641,465,2023-12-07,2,0
48879,8286,351,2023-01-16,2,0
48880,6377,162,2023-06-04,3,0
48881,9798,587,2023-02-26,3,10
48882,8673,226,2023-05-31,1,10
48883,7015,393,2023-01-13,1,2
48884,8997,341,2023-09-08,2,0
48885,1472,189,2023-09-07,1,2
48886,9231,359,2023-05-10,3,0
48887,7777,175,2023-01-05,1,2
48888,2752,412,2023-03-03,1,0
48889,7017,310,2023-07-29,1,0
48890,7567,438,2023-10-04,2,2
48891,4399,462,2023-10-28,1,10
48892,5298,250,2023-02-24,1,0
48893,8009,400,2023-08-31,1,0
48894,3139,494,2023-08-31,2,15
48895,9180,282,2023-05-10,1,0
48896,8342,565,2023-09-08,2,15
48897,8661,488,2023-06-10,3,0
48898,6698,153,2023-07-07,1,10
48899,9007,260,2023-10-16,1,0
48900,7850,442,2023-09-01,4,2
48901,3340,338,2023-03-15,3,0
48902,1792,459,2023-07-22,1,5
48903,584,468,2023-08-20,3,0
48904,4295,556,2023-11-09,1,0
48905,7654,584,2023-11-01,1,0
48906,716,116,2023-08-07,5,15
48907,1700,278,2023-04-25,1,0
48908,2709,522,2023-09-11,1,5
48909,8047,427,2023-03-22,1,0
48910,4279,462,2023-12-09,5,10
48911,3282,564,2023-08-17,2,5
48912,3110,471,2023-05-26,1,0
48913,3853,584,2023-09-25,2,10
48914,9842,146,2023-10-26,1,2
48915,906,477,2023-08-07,1,2
48916,6734,172,2023-08-20,1,0
48917,3976,199,2023-08-07,1,0
48918,7983,268,2023-12-09,1,2
48919,5844,472,2023-07-25,1,2
48920,5077,261,2023-06-26,1,2
48921,3236,245,2023-01-18,1,0
48922,6795,162,2023-12-25,2,0
48923,8764,350,2023-10-12,2,0
48924,9720,465,2023-01-06,2,5
48925,8237,361,2023-12-21,1,0
48926,9613,410,2023-06-22,3,2
48927,5581,428,2023-06-08,2,10
48928,1857,512,2023-09-07,1,0
48929,4453,199,2023-10-21,1,5
48930,1799,336,2023-08-11,1,10
48931,6752,384,2023-10-22,4,0
48932,4859,285,2023-01-14,2,0
48933,9738,489,2023-09-02,3,2
48934,4142,236,2023-02-17,2,5
48935,4499,425,2023-04-20,1,10
48936,1992,139,2023-11-08,1,5
48937,6516,383,2023-05-15,1,2
48938,256,164,2023-06-23,4,0
48939,1208,507,2023-10-13,1,0
48940,228,113,2023-08-01,5,0
48941,258,549,2023-07-25,1,5
48942,1092,245,2023-09-07,4,10
48943,3883,159,2023-11-06,3,0
48944,2778,206,2023-03-15,3,0
48945,1434,540,2023-08-25,3,0
48946,5723,325,2023-09-05,1,0
48947,8638,515,2023-06-26,1,0
48948,34,415,2023-06-06,3,0
48949,9200,215,2023-02-25,3,2
48950,8924,493,2023-10-13,2,10
48951,1247,518,2023-07-27,3,0
48952,1776,305,2023-06-23,1,0
48953,3104,510,2023-05-17,1,0
48954,6670,440,2023-04-01,3,2
48955,6255,449,2023-02-11,3,2
48956,5503,449,2023-07-16,2,10
48957,7378,164,2023-12-05,1,5
48958,1259,551,2023-12-02,2,15
48959,9562,149,2023-08-18,1,0
48960,4247,286,2023-07-11,1,10
48961,3311,556,2023-01-28,1,0
48962,2301,190,2023-11-22,3,2
48963,116,175,2023-08-17,3,10
48964,8304,203,2023-12-16,2,0
48965,6773,168,2023-06-06,3,5
48966,5074,538,2023-09-29,3,0
48967,7139,306,2023-01-22,1,2
48968,4103,448,2023-11-03,1,10
48969,3837,472,2023-03-11,1,0
48970,3833,227,2023-09-02,1,0
48971,5839,373,2023-01-06,1,5
48972,7572,147,2023-01-16,2,0
48973,3154,552,2023-06-13,2,10
48974,3644,216,2023-01-05,2,0
48975,3140,251,2023-10-06,3,5
48976,613,353,2023-01-23,1,0
48977,7013,138,2023-04-25,1,2
48978,4969,357,2023-07-13,4,5
48979,763,274,2023-04-23,2,5
48980,3704,537,2023-12-01,3,0
48981,3527,547,2023-09-17,2,0
48982,8541,338,2023-04-08,2,0
48983,5018,229,2023-09-25,1,10
48984,1074,594,2023-10-08,1,0
48985,8488,334,2023-03-07,4,5
48986,236,579,2023-07-23,1,2
48987,4854,471,2023-01-21,1,0
48988,9562,519,2023-01-25,1,0
48989,1012,121,2023-08-05,2,0
48990,8527,126,2023-04-13,3,2
48991,386,413,2023-11-12,3,5
48992,582,231,2023-11-30,1,10
48993,9112,263,2023-04-04,4,5
48994,7143,511,2023-08-10,1,0
48995,3190,361,2023-01-25,1,0
48996,3381,281,2023-06-16,2,0
48997,1594,524,2023-12-25,3,0
48998,2207,234,2023-03-20,1,0
48999,9447,555,2023-06-03,3,5
49000,2365,211,2023-05-13,2,0
49001,5121,271,2023-02-24,1,10
49002,3001,357,2023-08-08,3,2
49003,3987,108,2023-08-22,3,0
49004,5105,559,2023-02-25,5,5
49005,3674,121,2023-01-29,4,0
49006,6660,391,2023-03-17,4,5
49007,7599,305,2023-08-13,3,0
49008,9973,253,2023-11-27,1,2
49009,6128,141,2023-05-16,4,0
49010,7690,492,2023-12-11,1,0
49011,666,174,2023-03-30,1,5
49012,2552,259,2023-06-14,3,20
49013,6949,370,2023-03-25,2,0
49014,8702,578,2023-05-29,2,0
49015,1223,496,2023-12-20,4,0
49016,7125,173,2023-07-09,1,5
49017,2374,472,2023-04-16,2,5
49018,9075,478,2023-01-01,3,0
49019,3558,392,2023-05-06,3,2
49020,5960,513,2023-09-24,3,0
49021,5128,176,2023-07-07,1,0
49022,9113,282,2023-12-06,4,5
49023,8671,444,2023-10-14,2,5
49024,3637,284,2023-07-13,3,0
49025,7733,457,2023-07-08,3,0
49026,7411,225,2023-11-19,1,2
49027,1540,587,2023-09-06,1,5
49028,2288,266,2023-06-22,1,0
49029,634,188,2023-02-06,2,0
49030,9390,427,2023-08-01,1,5
49031,8913,160,2023-01-07,1,2
49032,9180,201,2023-04-08,4,0
49033,8595,173,2023-05-02,5,0
49034,6143,310,2023-05-12,2,0
49035,9914,201,2023-01-07,1,10
49036,8418,579,2023-12-27,4,0
49037,1900,567,2023-05-08,1,10
49038,3393,530,2023-02-19,1,0
49039,281,420,2023-02-03,1,0
49040,2884,166,2023-11-11,2,2
49041,6455,308,2023-10-03,1,0
49042,6077,247,2023-09-11,2,0
49043,3504,403,2023-11-03,2,2
49044,6856,224,2023-05-11,1,0
49045,6241,282,2023-03-22,2,0
49046,6856,461,2023-02-11,1,10
49047,9126,395,2023-01-22,2,0
49048,4114,374,2023-11-02,4,0
49049,1471,166,2023-06-17,1,10
49050,531,434,2023-04-15,1,5
49051,7926,462,2023-06-20,1,0
49052,6295,335,2023-09-11,1,5
49053,1236,128,2023-11-03,1,0
49054,3114,533,2023-06-17,2,0
49055,7203,366,2023-01-07,1,0
49056,9496,374,2023-09-29,1,2
49057,7112,551,2023-05-09,1,5
49058,6458,464,2023-03-23,1,0
49059,6816,511,2023-06-10,3,0
49060,1259,403,2023-11-06,1,0
49061,2695,281,2023-04-08,1,2
49062,1416,199,2023-09-06,4,5
49063,8673,430,2023-03-09,1,10
49064,7299,185,2023-02-16,1,0
49065,3590,522,2023-02-05,1,0
49066,4645,174,2023-10-04,2,2
49067,2975,289,2023-05-30,2,0
49068,4271,409,2023-07-18,1,2
49069,5901,319,2023-05-15,3,2
49070,1110,115,2023-02-24,2,15
49071,5685,582,2023-02-05,4,5
49072,2962,268,2023-03-04,1,2
49073,468,560,2023-11-25,2,0
49074,9840,321,2023-03-01,4,2
49075,9193,384,2023-01-21,1,0
49076,5984,328,2023-09-15,3,0
49077,4247,351,2023-10-09,3,0
49078,7450,285,2023-09-03,4,10
49079,9097,182,2023-05-03,2,0
49080,6598,512,2023-06-20,2,10
49081,8674,584,2023-04-20,1,15
49082,7831,214,2023-04-11,1,0
49083,2982,262,2023-02-11,1,5
49084,4946,189,2023-03-03,3,0
49085,3036,149,2023-05-24,2,0
49086,6306,239,2023-06-24,3,0
49087,3532,170,2023-04-07,1,2
49088,4518,272,2023-10-24,3,0
49089,2102,262,2023-11-23,2,0
49090,1457,108,2023-04-06,4,0
49091,8422,366,2023-05-14,4,15
49092,3249,186,2023-04-03,3,2
49093,5417,150,2023-03-01,1,0
49094,3188,485,2023-07-31,1,5
49095,9784,179,2023-02-19,1,5
49096,2842,212,2023-03-11,2,10
49097,8574,293,2023-09-20,1,0
49098,593,143,2023-11-29,1,0
49099,3386,206,2023-09-16,2,0
49100,1698,248,2023-07-23,5,0
49101,1720,496,2023-01-23,1,0
49102,1852,443,2023-06-19,1,0
49103,6738,551,2023-05-04,1,20
49104,4194,219,2023-10-10,3,10
49105,3144,114,2023-11-17,1,0
49106,5557,381,2023-02-03,4,15
49107,9355,425,2023-03-06,4,5
49108,197,121,2023-05-02,5,0
49109,7314,598,2023-01-13,1,2
49110,4145,515,2023-12-19,3,0
49111,7483,285,2023-05-18,2,0
49112,5631,473,2023-10-06,1,5
49113,743,256,2023-02-20,1,2
49114,8298,172,2023-09-13,1,5
49115,1848,432,2023-06-08,1,5
49116,2280,364,2023-01-02,1,0
49117,4273,137,2023-05-06,1,15
49118,8105,544,2023-03-17,3,5
49119,540,371,2023-01-18,2,15
49120,217,293,2023-01-20,1,0
49121,572,380,2023-06-24,2,0
49122,9020,367,2023-08-27,1,2
49123,9363,433,2023-02-24,1,0
49124,9666,254,2023-07-13,4,10
49125,7450,362,2023-12-13,3,10
49126,3597,269,2023-10-05,3,0
49127,6957,552,2023-01-28,3,10
49128,6315,200,2023-09-12,2,2
49129,2263,242,2023-09-14,1,0
49130,6172,586,2023-02-22,1,5
49131,2167,322,2023-08-02,1,15
49132,8499,533,2023-01-25,1,15
49133,3340,148,2023-10-09,2,0
49134,5510,426,2023-11-24,1,15
49135,3546,448,2023-02-07,1,0
49136,2951,371,2023-02-10,1,10
49137,4644,491,2023-01-29,5,0
49138,5391,352,2023-07-30,1,0
49139,5517,334,2023-12-03,1,0
49140,6996,273,2023-06-30,4,0
49141,4771,549,2023-06-13,2,0
49142,5104,495,2023-08-21,3,0
49143,1480,198,2023-12-03,3,10
49144,4071,180,2023-04-05,3,0
49145,2200,523,2023-06-21,1,0
49146,749,199,2023-03-08,1,2
49147,7306,478,2023-10-16,3,5
49148,6878,233,2023-11-24,5,0
49149,4375,581,2023-07-07,1,0
49150,3590,141,2023-09-03,1,0
49151,1672,304,2023-09-15,2,5
49152,4494,327,2023-07-09,3,0
49153,5578,122,2023-11-30,3,0
49154,195,356,2023-07-15,1,0
49155,2100,153,2023-09-01,1,5
49156,4795,399,2023-10-08,1,0
49157,7455,319,2023-10-16,1,0
49158,7746,565,2023-06-06,1,5
49159,5745,273,2023-03-16,1,0
49160,804,491,2023-05-28,1,0
49161,5881,498,2023-07-20,1,0
49162,2810,489,2023-06-01,2,5
49163,9925,525,2023-04-08,2,0
49164,2025,348,2023-08-02,1,0
49165,8923,563,2023-09-18,1,0
49166,8468,583,2023-01-20,1,2
49167,4216,424,2023-12-10,1,0
49168,113,530,2023-12-28,1,0
49169,4554,265,2023-01-10,5,0
49170,5035,341,2023-06-20,1,0
49171,8696,600,2023-09-08,1,0
49172,9602,552,2023-05-23,4,0
49173,1259,463,2023-05-15,1,15
49174,1252,455,2023-08-26,3,0
49175,444,458,2023-08-27,1,0
49176,7518,510,2023-07-30,4,2
49177,5916,478,2023-03-02,2,0
49178,7120,239,2023-05-05,1,0
49179,4762,544,2023-05-17,1,0
49180,9821,116,2023-09-19,1,0
49181,4515,542,2023-12-01,1,10
49182,9874,561,2023-10-08,2,0
49183,6200,220,2023-09-19,1,2
49184,3191,383,2023-10-20,1,5
49185,7566,178,2023-04-04,1,0
49186,802,371,2023-02-15,1,15
49187,526,433,2023-03-03,1,5
49188,9305,301,2023-06-05,1,0
49189,8914,284,2023-01-08,3,20
49190,5942,596,2023-11-30,4,0
49191,518,326,2023-02-18,2,10
49192,9469,359,2023-06-26,1,10
49193,406,573,2023-06-30,2,5
49194,6335,390,2023-03-31,1,5
49195,8646,294,2023-01-11,2,5
49196,6274,111,2023-04-01,1,0
49197,7634,112,2023-12-13,4,15
49198,4848,130,2023-03-18,2,0
49199,4118,253,2023-05-08,1,2
49200,1219,314,2023-08-25,1,0
49201,8139,121,2023-11-09,1,0
49202,7320,111,2023-01-02,1,0
49203,8216,524,2023-10-22,1,0
49204,4050,364,2023-09-30,2,0
49205,964,279,2023-03-03,2,0
49206,1271,263,2023-09-12,5,0
49207,7272,198,2023-10-29,1,0
49208,2280,588,2023-04-10,1,0
49209,3875,140,2023-07-20,1,10
49210,8924,261,2023-05-05,3,2
49211,8581,461,2023-07-30,2,0
49212,7857,235,2023-07-09,4,15
49213,2046,441,2023-08-30,2,0
49214,7588,521,2023-05-31,3,0
49215,9742,268,2023-06-12,3,2
49216,9902,254,2023-08-03,2,5
49217,5449,364,2023-12-18,3,0
49218,7687,457,2023-01-14,2,0
49219,3766,598,2023-09-27,2,2
49220,9941,203,2023-07-03,1,0
49221,1408,432,2023-07-18,1,2
49222,4727,482,2023-05-22,4,0
49223,2679,423,2023-03-01,4,0
49224,2785,232,2023-04-29,2,15
49225,9646,358,2023-06-22,3,20
49226,9264,404,2023-02-01,1,5
49227,9384,552,2023-08-10,2,0
49228,926,350,2023-12-24,3,0
49229,8619,333,2023-07-17,1,0
49230,5067,513,2023-10-23,1,0
49231,5270,321,2023-03-06,1,0
49232,2613,304,2023-06-02,2,0
49233,7227,573,2023-01-04,3,5
49234,5916,359,2023-06-18,2,10
49235,6682,580,2023-03-22,3,5
49236,8737,515,2023-12-26,1,0
49237,6125,345,2023-06-08,1,10
49238,3021,204,2023-04-01,3,0
49239,5302,332,2023-12-08,1,2
49240,6920,490,2023-01-19,1,5
49241,8645,121,2023-10-08,1,2
49242,3583,310,2023-01-16,3,0
49243,7790,288,2023-03-09,3,0
49244,2571,213,2023-08-31,1,0
49245,8419,406,2023-08-01,5,5
49246,7976,206,2023-11-01,4,5
49247,2890,563,2023-06-20,1,10
49248,3566,215,2023-10-04,4,0
49249,9077,593,2023-10-24,1,5
49250,2125,532,2023-09-27,2,0
49251,6191,187,2023-04-10,1,0
49252,9527,451,2023-02-20,1,0
49253,588,336,2023-07-25,1,0
49254,7438,382,2023-09-07,1,20
49255,1116,398,2023-08-28,4,0
49256,2274,165,2023-01-29,2,10
49257,6600,504,2023-05-17,1,0
49258,7554,143,2023-11-21,4,0
49259,7755,102,2023-05-23,3,2
49260,3765,200,2023-09-11,4,0
49261,2189,221,2023-08-13,1,0
49262,7321,332,2023-09-01,1,5
49263,1989,312,2023-04-09,2,2
49264,9534,357,2023-05-01,1,0
49265,5773,476,2023-05-03,2,0
49266,449,178,2023-03-12,1,0
49267,2046,138,2023-10-26,1,0
49268,4308,208,2023-06-30,2,2
49269,6304,474,2023-06-28,3,0
49270,4777,561,2023-08-15,3,5
49271,4719,281,2023-02-14,2,0
49272,2465,240,2023-09-08,2,0
49273,3792,118,2023-07-19,5,0
49274,1116,330,2023-07-11,4,15
49275,2654,512,2023-12-11,1,10
49276,9280,219,2023-11-20,2,0
49277,7610,250,2023-07-19,2,0
49278,1422,109,2023-01-01,1,2
49279,2289,546,2023-02-09,4,2
49280,8505,331,2023-02-11,1,2
49281,2083,575,2023-05-01,2,5
49282,9090,189,2023-03-19,1,0
49283,9590,307,2023-02-17,1,0
49284,696,336,2023-08-18,2,0
49285,7648,557,2023-10-31,1,0
49286,557,445,2023-12-20,3,5
49287,9825,195,2023-01-14,1,0
49288,3032,314,2023-01-07,2,0
49289,4984,186,2023-10-10,3,10
49290,7906,273,2023-07-28,1,5
49291,2850,439,2023-12-18,2,2
49292,2619,374,2023-05-24,3,0
49293,9081,537,2023-01-12,3,0
49294,458,518,2023-03-30,1,0
49295,9591,386,2023-10-06,2,2
49296,3663,565,2023-09-23,1,0
49297,4281,414,2023-02-09,3,10
49298,7205,486,2023-01-03,4,0
49299,3680,151,2023-05-07,2,0
49300,9398,305,2023-10-27,3,0
49301,3101,519,2023-04-13,1,0
49302,4995,312,2023-12-17,1,2
49303,74,600,2023-08-24,2,15
49304,4005,163,2023-09-15,1,10
49305,2697,378,2023-07-03,1,5
49306,3916,514,2023-05-14,1,0
49307,5287,352,2023-12-07,2,0
49308,3646,251,2023-07-14,1,0
49309,8353,197,2023-08-09,1,0
49310,5043,259,2023-03-19,5,0
49311,6270,114,2023-04-06,1,0
49312,348,457,2023-06-23,1,0
49313,704,463,2023-02-18,1,5
49314,5150,160,2023-06-24,3,0
49315,663,242,2023-05-23,5,0
49316,5124,248,2023-05-12,2,0
49317,1925,428,2023-04-24,4,0
49318,3165,249,2023-09-25,4,0
49319,2183,451,2023-09-22,4,2
49320,8081,416,2023-10-30,1,0
49321,4651,330,2023-11-06,1,0
49322,7380,464,2023-01-16,1,2
49323,1432,112,2023-02-17,5,2
49324,952,119,2023-01-31,3,0
49325,4848,125,2023-02-15,1,2
49326,9221,196,2023-06-11,1,0
49327,8839,107,2023-06-10,1,0
49328,8334,423,2023-08-01,2,0
49329,6314,301,2023-01-13,1,0
49330,5038,132,2023-12-03,1,5
49331,3848,450,2023-03-31,2,2
49332,722,148,2023-01-21,2,15
49333,5997,494,2023-07-31,2,5
49334,7868,336,2023-08-04,3,0
49335,3657,268,2023-02-28,1,5
49336,1264,190,2023-12-03,3,0
49337,9505,475,2023-10-25,1,0
49338,3350,125,2023-07-07,1,0
49339,4495,453,2023-12-29,2,10
49340,3886,233,2023-01-15,1,0
49341,148,242,2023-05-15,3,2
49342,4378,155,2023-02-06,2,0
49343,2823,277,2023-09-22,2,15
49344,9070,178,2023-04-29,2,10
49345,4936,110,2023-01-06,4,0
49346,3854,570,2023-11-26,1,0
49347,4284,244,2023-06-17,1,2
49348,4661,541,2023-06-13,1,0
49349,1696,244,2023-01-08,3,0
49350,9106,345,2023-01-27,1,0
49351,2503,593,2023-11-30,4,15
49352,3641,321,2023-11-02,1,0
49353,6460,297,2023-02-23,1,10
49354,1869,182,2023-05-06,1,5
49355,5186,185,2023-11-01,1,0
49356,6132,180,2023-06-16,1,2
49357,6885,548,2023-02-12,3,0
49358,2069,411,2023-10-01,1,0
49359,567,597,2023-05-17,1,2
49360,6903,299,2023-03-14,4,5
49361,7086,459,2023-06-12,1,0
49362,5465,577,2023-02-23,1,0
49363,818,121,2023-09-07,2,0
49364,3030,487,2023-10-02,1,0
49365,803,528,2023-02-05,1,0
49366,9288,154,2023-10-21,4,10
49367,5100,130,2023-06-27,4,10
49368,4274,251,2023-08-12,3,0
49369,5824,115,2023-05-31,1,10
49370,2157,203,2023-01-08,3,2
49371,8021,198,2023-08-31,3,0
49372,5604,227,2023-11-19,1,0
49373,3757,106,2023-05-11,2,0
49374,8336,144,2023-05-01,3,0
49375,1918,114,2023-07-11,5,0
49376,2709,379,2023-04-12,1,0
49377,1174,267,2023-11-26,2,5
49378,173,393,2023-04-12,1,10
49379,341,375,2023-04-08,2,0
49380,2336,318,2023-05-21,2,0
49381,5201,236,2023-01-25,1,0
49382,4920,571,2023-05-22,1,20
49383,7922,160,2023-05-31,3,5
49384,7295,216,2023-03-05,1,0
49385,5394,165,2023-05-15,4,0
49386,2757,322,2023-06-23,2,15
49387,788,376,2023-11-28,1,0
49388,8712,228,2023-06-24,2,0
49389,7006,106,2023-08-25,1,0
49390,5578,288,2023-12-23,1,10
49391,508,325,2023-02-25,1,0
49392,8444,422,2023-11-01,2,10
49393,4487,158,2023-12-22,4,2
49394,3658,129,2023-03-02,2,0
49395,2508,342,2023-10-04,3,15
49396,3780,253,2023-11-05,2,0
49397,6466,310,2023-03-01,1,2
49398,2357,177,2023-05-27,2,5
49399,5174,199,2023-02-11,1,5
49400,4167,553,2023-06-26,2,5
49401,7527,121,2023-05-06,2,5
49402,8469,270,2023-03-14,3,0
49403,7093,156,2023-06-07,1,15
49404,7359,282,2023-11-04,4,5
49405,3134,276,2023-10-17,2,0
49406,9695,333,2023-11-09,1,0
49407,1982,272,2023-12-22,1,0
